// ----- White noise results -----
// Parameters:
//  - Sample rate (Hz) = 32000
//  - Analysis frame duration (Samples) = 4096
//  - Analysis frame overlap (Samples) = 4096
//  - Quantization parameter q = 8
//  - Texture frame duration (s) = 0.5
//  - Signal: White noise

// Audio
double x[32768] = {-0.58528, -0.026844, 0.99772, 0.53645, 0.17858, 0.94952, -1.2161, -0.17993, -0.34517, -0.18465, -0.93149, 0.29496, -1.1284, -0.41138, -0.91034, 0.52438, -0.45482, -0.027438, 1.1183, 0.73565, -1.8478, -0.5149, -1.8313, -0.30952, 0.18051, 0.68694, -1.8441, 0.87399, 1.0156, 0.76583, -0.062171, -0.02924, 0.62085, -0.22743, 0.96636, 0.77205, 1.1131, 0.02056, -0.40017, -1.284, 0.097862, 2.3546, -0.698, -0.72464, 0.2128, -0.12878, -1.5863, 0.1909, -0.94487, -1.1447, -0.60368, 0.032484, 0.2727, -0.69105, 1.0411, 0.35069, -0.30882, 1.9504, -2.1241, 1.46, -0.97337, 0.67218, -0.12314, 1.6526, -2.3151, 0.056439, 2.2847, -1.0643, -1.2739, -1.67, 1.719, -1.0651, -0.64346, 0.62802, 0.098057, -0.98897, -0.29894, 0.25648, 0.16376, 1.0872, -1.0176, 1.1797, 0.39868, -1.1339, 0.85077, -0.18481, 1.2696, -1.0775, -0.70948, 0.059274, 0.78476, 0.58719, -1.4698, 1.0144, 0.6408, 0.21233, -1.7531, 0.3171, 2.6609, 0.43774, 
1.3915, 1.3743, -0.08469, 0.80482, 1.5737, 1.6714, 0.53344, 0.75177, 0.26541, -0.59267, -0.52242, 0.069813, 1.0488, -0.23058, 0.81616, -0.22738, 0.088844, 0.23862, 0.34427, 0.52359, 0.46155, 0.0037089, 0.63964, 1.4053, -1.0387, -0.58961, 0.79666, -2.6686, -0.13369, -1.3499, -0.7977, 1.0752, -0.76346, 0.74008, 0.14029, -0.75076, 0.52699, 1.5865, -0.59821, -0.23877, 0.14986, 0.21166, 1.0876, -1.0759, 0.39329, -1.9598, -0.66288, 0.28943, 0.15318, -1.3053, -2.3908, 0.99533, 1.571, -1.0239, -0.38714, -0.53791, 0.81113, 0.14128, 0.15992, 0.70643, 0.29532, 1.1833, -0.41885, -0.25197, 1.9628, -0.057597, 1.4033, 0.40339, -1.2747, -2.6758, 1.4547, 1.3829, -1.9203, 0.35104, 1.3623, -1.9649, -0.55065, -0.26637, 0.74978, 0.14025, 1.5662, 0.29924, -1.3816, -2.1778, 0.77445, 1.2038, -1.9266, -0.085666, 0.10472, -0.32873, -1.1178, -1.0411, 0.24716, 2.0097, -0.53891, -0.22278, 0.54378, 0.52331, 1.1866, -1.7728, 
0.76103, 0.61345, 0.46761, -1.389, -0.25943, -0.97287, 0.52793, -2.3439, 0.64461, 0.12691, -0.46597, 0.24164, 0.58644, -1.1967, -0.14979, -0.97442, -0.58093, 1.1066, 0.27812, 0.24065, 0.13385, 1.1935, 0.56058, -0.047531, 0.62099, 0.57768, -0.20007, -0.11546, -0.15231, 1.0675, -2.0195, -0.49311, 0.38273, -0.73623, 0.21389, 0.8762, 1.0911, 0.83797, -0.70699, 0.47424, 1.5346, -0.18223, 0.89735, -1.1937, 1.1822, 0.27527, 0.82844, -1.0517, 0.032609, -0.98771, 0.49625, -0.139, 1.1529, 0.0059054, 0.38929, -0.12004, 1.0233, -0.046311, 0.92651, 0.48311, 0.257, 1.147, 0.93759, 0.77189, 1.4046, 0.51573, 1.3876, -0.069861, 0.54771, -1.3537, -0.6935, -0.56767, -0.53946, 0.42969, -2.0975, -1.3868, 0.14914, -0.33221, 1.1723, 0.7677, -0.9082, 1.1723, -0.134, -0.69234, 0.37947, 0.05627, 0.3614, 0.28471, -0.63173, -1.0249, -0.060734, -0.63323, 1.0506, -0.22401, -0.32753, -0.54754, 0.53169, 0.33238, 0.19579, -1.7336, 
0.91637, 0.10497, -1.6037, -1.575, -0.0973, 0.68671, 0.83167, 1.2177, -0.33795, -0.27869, 0.98396, -0.1211, -1.3357, -0.83333, 0.59519, -0.91122, -1.8248, -1.3599, 0.30545, 0.20107, -0.33246, 0.23979, -0.18344, -0.79038, -0.4018, -1.0877, -1.0397, 0.057058, -0.68969, 0.28863, -0.09479, -0.10849, -0.76674, -0.39816, 1.1413, 0.31209, -0.31889, -0.28647, 0.44185, -0.3707, -0.01281, -0.61699, -0.15242, 0.10869, -0.45883, -1.4402, -0.11073, 0.34844, -0.58695, -0.11796, 1.5013, -1.1881, 0.31081, 0.2923, -1.2024, 0.22591, 0.71718, 1.1819, 0.59708, 0.063202, -0.11257, 0.24939, 0.58124, -1.7463, -0.49011, 0.17249, 0.43062, 0.92542, -0.03348, -0.17205, -1.0053, 1.4465, 0.24279, -0.97011, -0.18645, 1.6239, 0.98878, -0.21345, -1.1206, 0.30843, -0.22466, 0.11007, 1.5417, 0.95024, 0.30324, -0.62904, -0.59183, -0.53036, 0.092006, -0.68157, 0.78154, 0.30256, -0.58604, 1.0322, 0.3249, 0.69602, -1.1307, -1.4839, 1.6345, -1.5306, 
-0.32205, -1.7625, 1.3309, -0.074539, -2.3029, -0.0046031, -0.44061, 1.0036, 1.0835, 0.62499, -0.035788, -0.13385, -0.2229, 1.7825, 1.5125, -0.75751, -0.41573, 0.18169, -0.10557, 0.12694, 1.3032, -0.2081, 1.8405, -0.22332, 1.5602, -0.7975, -2.4315, -0.11097, 0.47069, 0.45879, -0.13699, -0.20698, 0.57036, -0.20266, 1.2403, -0.18034, 0.75733, 0.19376, -1.7348, -0.58967, 0.43539, 1.1945, 0.76071, -0.59746, 0.33643, 0.15555, 0.26845, 0.33051, -1.5222, 0.8571, -1.3441, -1.5856, -1.8068, 0.71221, -1.5844, -0.37317, 0.79224, 0.3284, -0.96811, -0.2193, 0.97805, -0.5561, -1.5712, -1.1864, -0.77359, -0.27769, 0.39354, -1.1663, -0.068692, -0.040951, -0.40336, -2.287, -0.32826, -1.0959, -0.2863, -0.089022, 0.40534, 0.086504, -1.3868, -1.3413, 0.08932, -0.7197, 0.85024, 0.47546, -1.42, -1.3739, -1.1528, -0.11589, -0.35417, -0.62353, 2.2565, 0.25784, -0.69526, -0.17589, -0.57498, 0.45587, 0.62632, -0.37513, -1.082, 0.37206, 
0.16628, 1.9989, 0.84974, 0.555, -2.6207, -0.44662, 0.2058, -0.52835, 1.9464, -0.097276, -0.12003, 0.43804, 0.25778, -1.1014, 0.10041, -1.1569, 0.53364, -0.84509, 0.70958, -0.98225, -1.3905, 2.2133, -1.2319, -0.70857, -1.6911, -0.092272, 2.0068, 0.19321, -0.88281, 0.4755, -1.3584, 0.93082, -0.8912, 1.0343, -0.37257, -1.5797, 2.8245, -0.60343, -0.058718, -0.90503, 1.1829, 2.0739, -0.57428, 0.37416, 0.22603, -1.1043, 0.54452, 0.14225, -1.1531, -0.85041, -1.6742, -0.070606, 1.4469, -2.2998, -0.74978, -0.74112, 2.0663, -0.4928, 1.6709, -0.29359, -1.1223, 1.0719, 0.18481, 2.423, -0.49725, 0.22435, 0.66626, 1.4954, 0.78935, 0.82441, 0.10745, -1.3079, -0.33537, -0.46455, 1.2188, -1.3816, -0.55767, -0.91256, -1.337, -0.077828, 0.68248, 0.071887, -0.23727, 1.3843, -0.6877, -0.1139, 0.01061, -0.63634, -0.51537, -1.8514, -1.1948, 0.79795, 0.94361, 1.7277, -1.1928, 1.4855, -1.0916, 0.83904, -0.59285, -0.44132, 
-0.36165, 1.2002, 0.07762, 0.61971, 0.45621, 0.63294, -0.68882, -1.1, 0.53342, -0.58101, -1.9723, -1.5353, 2.8014, 1.492, 0.33132, -1.3206, 1.681, 0.010471, -1.0341, 0.57981, -1.2819, 1.8648, 0.45044, 0.44476, 0.31472, -0.68198, -1.1068, -1.9231, 0.54564, -0.6113, 0.50031, 1.044, 0.14061, 1.2637, -1.0993, -2.2072, -0.786, -0.22299, 0.39318, -1.0768, 1.4726, 0.96068, 0.23153, -0.26141, -1.8923, -0.18064, 2.4688, 0.37438, 0.63506, -0.53464, 1.2705, -0.48287, 1.0553, -2.5391, 0.58308, -1.7695, -1.3281, 0.41314, -1.0481, 0.85414, -1.3438, 0.015302, -0.01317, 0.37672, 0.6042, 1.5678, 2.5175, -0.50072, 0.39668, -1.7566, -0.0031095, -0.21406, -1.8422, -1.3925, -0.10861, -0.22319, 0.653, -0.20264, 1.9432, -1.4092, -2.4204, -0.87754, 0.81586, -0.65623, -0.89754, 0.63373, -0.34732, -0.86567, 0.86481, 0.87527, 1.1221, -0.84898, -0.89367, -0.21802, 1.3848, 0.57936, 1.1436, 1.3268, 0.98635, 0.57633, 
-1.2165, 1.2282, 0.067669, 1.001, -1.5074, -2.1099, 0.062277, -0.62882, -0.6076, -0.16965, 0.52317, 0.38113, -0.66016, -1.4793, 1.3591, -0.60966, 1.5832, 1.4817, 0.8189, -0.57359, 1.0545, -0.024305, -2.4633, -0.80918, -0.36219, 1.0026, -0.57109, -0.65936, 0.19014, 0.52453, -0.39962, 1.6955, -1.7922, 1.779, -1.3405, 0.69754, -0.33264, 1.1323, -1.0497, -0.27714, -0.55382, 1.2689, -0.91647, -0.73959, 0.59082, -1.1036, 1.1388, 0.94187, 0.96953, 0.40576, -1.3106, -0.63168, 0.42978, 0.25462, -0.0092292, -1.5856, 1.1453, 1.0546, 0.88482, -0.35759, 0.098937, 0.82361, 0.21313, 0.58523, -1.7719, -0.82679, -0.49131, -0.70821, -1.1773, 1.7268, 1.5411, -0.2353, 1.7328, -0.11459, 1.6353, -0.14321, -0.35207, -0.59203, -0.27471, 0.19731, 1.0433, -0.27797, 0.10373, -0.77455, -1.6774, -1.8731, 0.23781, -0.40031, 0.13777, 1.5213, -2.0351, 0.70321, 0.72623, -0.67349, 0.86299, 0.023548, -1.1477, -0.7581, 0.37418, -1.6511, 
-0.58564, 0.31366, 0.36533, 0.13256, -0.54005, -0.25559, -1.7505, 0.95484, -0.37101, -0.61118, 0.89408, 1.3052, 1.1395, 0.658, -0.59019, 0.14143, 1.1636, 1.1281, 0.22576, -1.2143, -1.5355, 0.88724, -1.3689, -0.65348, -0.99718, 1.2782, 0.97752, 1.0866, -2.0626, 0.65787, -0.13506, 0.87208, -0.95884, 0.58844, -0.18038, 0.10928, 0.059963, 0.6256, -0.98172, 1.8006, -0.98056, -0.010478, 0.059753, 0.36181, 0.36986, 0.65448, -1.153, -1.6154, -0.58592, 1.9097, 0.77379, 0.60499, -0.39462, 0.41673, -0.22218, -0.48211, -0.96481, -1.4914, 0.15921, -1.8501, -1.5643, 0.39991, -0.73136, -0.78032, 0.18495, -1.1809, -0.47908, 0.75127, -0.83396, -0.3553, 0.89943, 0.9802, 1.3063, 1.3265, 0.017361, -0.78372, 1.576, 0.57968, 1.0782, -0.2614, -0.44582, 1.3786, -0.4875, -1.7916, -0.69403, -0.27295, 0.94151, 0.82722, -0.64149, -0.24896, 0.24065, 1.1611, -0.38692, 1.961, 0.5189, -2.318, -0.88802, 0.9247, 0.065842, -0.47543, 
-1.2672, -0.34261, -0.47871, -2.6956, 0.94765, 0.16666, 0.24228, -0.89001, -0.45747, -0.11725, -0.019793, 1.046, 1.3441, -0.12059, 0.9761, -2.1376, 1.5834, -0.098602, 0.7489, -0.52136, 0.94051, 0.31417, -0.74374, 0.6172, -1.6553, -0.96035, 1.2632, 0.095048, 0.28943, -0.67765, 0.63709, -1.7564, 0.44709, 0.35134, 0.65822, -0.18225, -0.11734, 2.1901, 0.071402, 0.33767, 0.18558, -1.2062, -0.44175, -0.37493, -0.018412, -0.35558, -0.40668, 0.39535, -0.85222, 0.13212, -1.167, -1.1279, -2.3729, 1.6715, -0.53162, -0.63938, -1.1436, 0.4755, 0.51626, -2.007, -0.045556, 1.1667, -0.16577, -1.0425, -0.21145, -1.4759, 0.22193, 0.27791, -0.18838, -0.99786, -0.56378, 0.37382, 0.24573, -0.20475, -0.3534, 0.61176, 0.11582, -0.75544, 0.35351, 0.74565, -0.1251, -0.74638, 0.068777, 0.48294, -1.1002, 0.24159, 1.4214, 0.322, -0.28795, -0.8057, -1.9533, -0.61691, 0.25165, -3.0503, 1.6719, 0.52437, 0.16171, -1.4576, 0.88632, 0.9207, 
